::1 - - [19/May/2020:14:16:00 +0000] "GET /favicon.ico HTTP/1.1" 404 488 "http://localhost/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/common.js HTTP/1.1" 200 3380 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 20223 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/js/swiper.jquery.js HTTP/1.1" 200 35661 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/banners/iPhone6-1140x380.jpg HTTP/1.1" 200 35153 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/ipod_nano_1-200x200.jpg HTTP/1.1" 200 8671 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/iphone_1-200x200.jpg HTTP/1.1" 200 10237 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/banners/MacBookAir-1140x380.jpg HTTP/1.1" 200 138638 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/nfl-130x100.png HTTP/1.1" 200 9759 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/redbull-130x100.png HTTP/1.1" 200 6406 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/cocacola-130x100.png HTTP/1.1" 200 10958 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/canon-130x100.png HTTP/1.1" 200 4126 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/sony-130x100.png HTTP/1.1" 200 3076 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/macbook_1-200x200.jpg HTTP/1.1" 200 7119 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/ipod_classic_1-200x200.jpg HTTP/1.1" 200 8801 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/starbucks-130x100.png HTTP/1.1" 200 16403 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/dell-130x100.png HTTP/1.1" 200 4980 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/disney-130x100.png HTTP/1.1" 200 4286 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/harley-130x100.png HTTP/1.1" 200 13557 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/burgerking-130x100.png HTTP/1.1" 200 16042 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/nintendo-130x100.png HTTP/1.1" 200 4725 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:48 +0000] "GET /opencart/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://localhost:8080/opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
::1 - - [02/Jun/2020:02:46:49 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
10.0.2.2 - - [02/Jun/2020:02:46:50 +0000] "GET /opencart/index.php?route=product/product&path=20&product_id=40 HTTP/1.1" 200 6193 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/theme/default/stylesheet/stylesheet.css HTTP/1.1" 200 3775 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/magnific/jquery.magnific-popup.min.js HTTP/1.1" 200 7915 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/magnific/magnific-popup.css HTTP/1.1" 200 2262 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1411 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 6760 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 20223 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17376 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/common.js HTTP/1.1" 200 3380 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66463 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/image/cache/catalog/demo/iphone_1-228x228.jpg HTTP/1.1" 200 12177 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/image/cache/catalog/demo/iphone_3-74x74.jpg HTTP/1.1" 200 3486 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/image/cache/catalog/demo/iphone_5-74x74.jpg HTTP/1.1" 200 2964 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/image/cache/catalog/demo/iphone_2-74x74.jpg HTTP/1.1" 200 3346 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/image/cache/catalog/demo/iphone_6-74x74.jpg HTTP/1.1" 200 2330 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/image/cache/catalog/demo/iphone_4-74x74.jpg HTTP/1.1" 200 2840 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://localhost:8080/opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:51 +0000] "GET /opencart/index.php?route=product/product/review&product_id=40 HTTP/1.1" 200 592 "http://localhost:8080/opencart/index.php?route=product/product&path=20&product_id=40" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
::1 - - [02/Jun/2020:02:46:52 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/ HTTP/1.1" 200 4475 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/theme/default/stylesheet/stylesheet.css HTTP/1.1" 200 3775 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/css/swiper.min.css HTTP/1.1" 200 3206 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/css/opencart.css HTTP/1.1" 200 1007 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/common.js HTTP/1.1" 200 3380 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 20223 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/js/swiper.jquery.js HTTP/1.1" 200 35661 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/banners/iPhone6-1140x380.jpg HTTP/1.1" 200 35153 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/banners/MacBookAir-1140x380.jpg HTTP/1.1" 200 138638 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/macbook_1-200x200.jpg HTTP/1.1" 200 7119 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/nfl-130x100.png HTTP/1.1" 200 9759 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/ipod_nano_1-200x200.jpg HTTP/1.1" 200 8671 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/ipod_classic_1-200x200.jpg HTTP/1.1" 200 8801 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/redbull-130x100.png HTTP/1.1" 200 6406 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/sony-130x100.png HTTP/1.1" 200 3076 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/iphone_1-200x200.jpg HTTP/1.1" 200 10237 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/cocacola-130x100.png HTTP/1.1" 200 10958 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/burgerking-130x100.png HTTP/1.1" 200 16042 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/canon-130x100.png HTTP/1.1" 200 4126 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/harley-130x100.png HTTP/1.1" 200 13557 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/dell-130x100.png HTTP/1.1" 200 4980 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/starbucks-130x100.png HTTP/1.1" 200 16403 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/disney-130x100.png HTTP/1.1" 200 4286 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/image/cache/catalog/demo/manufacturer/nintendo-130x100.png HTTP/1.1" 200 4725 "http://localhost:8080/opencart/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:02:46:54 +0000] "GET /opencart/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://localhost:8080/opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
::1 - - [02/Jun/2020:02:46:55 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
